Title;Tipo paper;DOI
Reconstruction experience of Lorestan 2006 earthquake: Elimination of transitional shelter;bookSection;
Business continuity after the 2003 Bam Earthquake in Iran;conferencePaper;
NGOs and their roles during post-earthquake reconstruction;journalArticle;
The role of NGOs in Tsunami relief and reconstruction in Cuddalore district, South India;journalArticle;
Early disaster recovery: A guide for communities;journalArticle;
Rapid response research in christchurch: Providing evidence for recovery decisions and for future theoretical research;journalArticle;
Post-disaster reconstruction and terror management in China;journalArticle;10.1109/ISCRAM.2011.6184141
Retail recovery from natural disasters: New Orleans versus eight other United States disaster sites;journalArticle;10.1080/09593969.2011.619665
Community engagement post-disaster: Case studies of the 2006 matata debris flow and 2010 darfield earthquake, New Zealand;journalArticle;
Aid accountability and participatory approaches in post-disaster housing reconstruction1;bookSection;10.1163/156853111X597305
Coproduction, participation and satisfaction with rehabilitation services following the 2001 earthquake in Gujarat, India;journalArticle;10.1177/0020872811400717
Analysis on key points of the post-disaster reconstruction engineering cost management;bookSection;
Setting the stage for Long-Term recovery in haiti;journalArticle;10.1193/1.3633096
Disaster recovery planning: Lessons learned from past events;journalArticle;10.1061/41185(417)78
Resilient dwellings or resilient people? Towards people-centred reconstruction;journalArticle;10.1080/17477891.2011.598497
Planning for equit in disaster recoery;journalArticle;
Post-tsunami land administration reconstruction in Aceh: Aspects, status and problems;journalArticle;10.1179/003962611X13117748891750
Discussion on fortification standard of post-disaster reconstruction projects based on rainfall characteristics of Sanyanyu extremely big debris flow;journalArticle;
Do local elites capture natural disaster reconstruction funds?;journalArticle;10.1080/00220388.2010.509786
A survey of NGO participation in reconstruction after the wenchuan earthquake: The social work perspective;book;10.1163/187651411X566720
Community-Based Post-Disaster Housing Reconstruction: Examples from Indonesia;bookSection;
Earthquake reconstruction in Wenchuan: Assessing the state overall plan and addressing the 'forgotten phase';conferencePaper;10.1016/j.apgeog.2011.01.001
Measuring, monitoring and evaluating post-disaster recovery: A key element in understanding community resilience;journalArticle;10.1061/41171(401)177
Social capital as collective narratives and post-disaster community recovery;bookSection;10.1111/j.1467-954X.2011.02008.x
Neoliberalism, INGO practices and sustainable disaster recovery: A post-Katrina case study;journalArticle;10.1093/cdj/bsp058
Reconstruction projects by using core housing method in Iran: Case study: Gilan Province experience;book;10.1108/17595901111108380
Digital architecture for humanitarian design in post-disaster reconstruction;journalArticle;10.1260/1478-0771.9.1.17
Estimation of time for Wenchuan earthquake reconstruction in China;journalArticle;10.1061/(ASCE)CO.1943-7862.0000277
Integrated geospatial information service for disaster management in China's Wenchuan earthquake;journalArticle;
Building Local Responses to Disaster: Lessons from the 2004 Tsunami in Sri Lanka and India;journalArticle;10.1177/097492841106700402
Identifying factors affecting resource availability for post-disaster reconstruction: A case study in China;journalArticle;10.1080/01446193.2010.521761
Donor-driven resource procurement for post-disaster reconstruction: Constraints and actions;journalArticle;10.1016/j.habitatint.2010.08.003
After Hurricane Katrina: The Tulane Recovery Project;journalArticle;10.1108/03074801111100445
A study on Bam earthquake reconstruction: An experience in urban scale earthquake reconstruction;journalArticle;
Analysis of 10 years restoration process after a big disaster, story of 1995 Hanshin-Awaji earthquake, Kobe, Japan;journalArticle;
Mitigating home loss challenge: Efforts' evaluation of bam-quake reconstruction through the sense of place measures;conferencePaper;
Resources and capacity: Lessons learned from post-disaster reconstruction resourcing in Indonesia, China and Australia;bookSection;
Gender inequality in post disaster reconstruction: Does it prevail?;journalArticle;
Post-disaster recovery: Multi-agency leadership and co-ordination;journalArticle;
Women's Empowerment in post disaster reconstruction: Perspectives on policies and frameworks;journalArticle;10.3846/ijspm.2010.26
In terpreting resourcing bottleneck s of post-Wenc huan earthquake reconstruction in China;conferencePaper;10.3846/ijspm.2010.24
Cultural identity expressions through visual analysis in post-disaster housing;journalArticle;10.3844/ajassp.2010.1412.1419
Public landscape design in post-disaster reconstruction area after Wenchuan Earthquake;journalArticle;10.1109/CAIDCD.2010.5681850
Multidimensional approach for postdisaster reconstruction of social housing and habitat in developing countries: Case studies in Cuba;journalArticle;
Post-earthquake housing recovery in Bachhau, India: The homeowner, the renter, and the squatter;conferencePaper;10.1193/1.3474646
Study on the appropriaty ways of post-earthquake reconstruction planning of Xiasi village in Sichuan Province;journalArticle;
"Integration of ""disaster risk reduction"" into infrastructure reconstruction sector: Policy vs practise gaps";journalArticle;10.1108/17595901011080878
Environmental impact assessment of post earthquake restoration and reconstruction;journalArticle;
Recovery research, Katrina's fifth anniversary, and lessons relearned;journalArticle;10.1001/dmp.2010.1001
Disaster Case Management and Individuals With Disabilities;bookSection;10.1037/a0020079
Post-disaster emergency and reconstruction experiences in Asia and Latin America: An assessment;journalArticle;10.1080/09614524.2010.491528
Maximizing the sustainability of integrated housing recovery efforts;journalArticle;10.1061/(ASCE)CO.1943-7862.0000185
Post-disaster reconfiguration of property rights in a transition economy;journalArticle;10.1080/14631371003740688
Damage and reconstruction of lifelines in Phang Nga Province, Thailand after the 2004 Indian Ocean Earthquake and Tsunami;journalArticle;10.1142/S1793431110000777
Resourcing challenges for post-disaster housing reconstruction: A comparative analysis;journalArticle;10.1080/09613211003693945
Post-disaster reconstruction: Lessons from Aceh;journalArticle;
Disaster disparities and differential recovery in New Orleans;journalArticle;10.1007/s11111-009-0099-8
The task of public support to reconstruction private houses damaged by earthquake disaster in rural area;journalArticle;10.3130/aijt.16.405
Crisis in Urban Water Systems during the Reconstruction Period: A System Dynamics Analysis of Alternative Policies after the 2003 Earthquake in Bam-Iran;journalArticle;10.1007/s11269-009-9568-1
Reconstruction after the earthquake: An opp ortunity for sustainable energy;journalArticle;
Rehabilitating agriculture and promoting food security after the 2010 Pakistan floods: Insights from the south Asian experience;journalArticle;10.30541/v49i3pp.167-192
Evolution of a monitoring and evaluation system in disaster recovery: Learning from the Katrina Aid Today National Case Management Consortium;journalArticle;10.1002/ev.330
Application and practice of a new earthquake resistance rammed earth dwelling in the post-disaster reconstruction;journalArticle;
A cultural approach to recovery assistance following urban disasters;bookSection;10.1016/j.ccs.2010.07.001
Challenges of sustainable recovery processes in tsunami affected communities;conferencePaper;10.1108/09653561011070358
Reconstruction management policies in residential and commercial sectors after the 2003 bam earthquake in Iran;journalArticle;10.1007/s11069-009-9468-y
Governance and recovery: comparing recent disaster recoveries in Sri Lanka and New Zealand;conferencePaper;10.1016/j.proeng.2018.01.068
Post-disaster recovery is a marathon, not a sprint The need for a state-sponsored recovery scheme;journalArticle;10.24135/pjr.v24i1.402
Monitoring wellbeing during recovery from the 2010-2011 Canterbury earthquakes: The CERA wellbeing survey;journalArticle;10.1016/j.ijdrr.2015.01.012
Inequities in Long-Term Housing Recovery After Disasters;bookSection;10.1080/01944363.2014.980440
Housing type matters for pace of recovery: Evidence from Hurricane Ike;conferencePaper;10.1016/j.ijdrr.2021.102149
Assessing the impact of municipal government capacity on recovery from Hurricane Maria in Puerto Rico*;journalArticle;10.1016/j.ijdrr.2021.102340
Power of social relations: The dynamics of social capital and household economic recovery post Wenchuan earthquake;journalArticle;10.1016/j.ijdrr.2021.102607
Social Vulnerability and Perceptions of Recovery from the 2011 Tuscaloosa Tornado;journalArticle;10.1353/sgo.2018.0034
Factors affecting successful transition between post-disaster recovery phases: a case study of 2010 floods in Sindh, Pakistan;conferencePaper;10.1108/IJDRBE-03-2020-0016
Ecosystem Considerations for Postdisaster Recovery: Lessons from China, Pakistan, and Elsewhere for Recovery Planning in Haiti;journalArticle;
Industry sector recovery following the Canterbury earthquakes;journalArticle;10.1016/j.ijdrr.2014.12.002
Social Capital in Disaster Recovery in Japan: An Overview;conferencePaper;
The time process of post-earthquake recovery: the Yao'an earthquake in China;journalArticle;10.1111/disa.12083
Learning Needs in Disaster Recovery: Perceptions of Community Health Recovery After Hurricanes Irene and Sandy;journalArticle;10.1002/rhc3.12082
Post-tsunami recovery in Tamil Nadu, India: combined social and infrastructural outcomes;journalArticle;10.1007/s11069-016-2489-4
Planning and Recovery Following the Great 1976 Tangshan Earthquake;conferencePaper;10.1177/1538513214549435
Measuring social equity in flood recovery funding;journalArticle;10.1080/17477891.2019.1675578
Mothers as active contributors to post-earthquake recovery in Christchurch;journalArticle;10.11157/anzswj-vol30iss3id496
Representations of disaster recovery needs: A study of legal frameworks and litigation in Odisha;journalArticle;10.1016/j.ijdrr.2021.102163
Evaluating socio-economic recovery as part of building back better in Kaikoura, New Zealand;journalArticle;10.1016/j.ijdrr.2020.101930
Long-term recovery narratives following major disasters in Southeast Asia;journalArticle;10.1007/s10113-017-1260-z
Learning from recovery after Hurricane Mitch;journalArticle;10.1111/j.1467-7717.2010.01154.x
The Influence of Residents' Resilience on the Recovery in the Torrential Rain in Western Japan in 2018;conferencePaper;10.1111/risa.13686
Touristic disaster: Spectacle and recovery in Post-Katrina New Orleans;journalArticle;10.1016/j.geoforum.2017.09.005
Barriers to the long-term recovery of individuals with disabilities following a disaster;journalArticle;10.1111/disa.12161
The correlations between livelihood capitals and perceived recovery A longitudinal study in China after the 2008 Wenchuan earthquake;journalArticle;10.1108/DPM-08-2019-0237
LASSO Model of Postdisaster Housing Recovery: Case Study of Hurricane Sandy;journalArticle;10.1061/(ASCE)NH.1527-6996.0000223
Towards a natural disaster intervention and recovery framework;journalArticle;10.1111/disa.12163
Participation a Key Factor for Life Recovery After Disaster: A Grounded Theory Study in an Iranian Context;book;10.5812/ircmj.25050
Recovery Capacity of Small Nonprofits in Post-2017 Hurricane Puerto Rico;journalArticle;10.1080/01944363.2021.1938637
Social entrepreneurship, co-production, and post-disaster recovery;journalArticle;10.1111/disa.12454
Disaster recovery as participation: lessons from the Shaky Isles;journalArticle;10.1007/s11069-014-1361-7
Local wisdom-based disaster recovery model in Indonesia;journalArticle;10.1108/09653561211234525
Effects of optimism on recovery and mental health after a tornado outbreak;conferencePaper;10.1080/08870446.2017.1283039
La reconstrucción del Gran Concepción: territorio y catástrofe como permanencia histórica;bookSection;10.4067/S0718-34022013000100011
Las mujeres en la reconstrucción del espacio público post-catástrofe socio-natural en Dichato, Chile (2010-2013). Una aproximación hermenéutica desde el mito de Antígona.;journalArticle;10.4067/S0718-50492020000100239
Creative Soups for the Soul: Stories of Community Recovery in Talca, Chile, After the 2010 Earthquake;bookSection;10.7764/psykhe.23.2.641
Apego al lugar: una aproximación psicoambiental a la vinculación afectiva con el entorno en procesos de reconstrucción del hábitat residencial;bookSection;10.4067/S0718-83582017000300113
La Ruta de las Caletas del Maule: Sobre la articulación entre sector público, privado y sociedad civil en los procesos de reconstrucción posterremoto;journalArticle;10.4067/S0718-34022014000300010
Reconstruir con capacidad de resiliencia: El casco histórico de la ciudad de Constitución y el sitio del desastre del terremoto y tsunami del 27 de febrero 2010;journalArticle;10.4067/S0718-83582015000100003
Reconstrucción exclusionaria. Lo comunitario y las políticas públicas en ciudades menores e intermedias chilenas afectadas por el terremoto y tsunami del 27F 2010: Los casos de Constitución y Dichato;journalArticle;10.4067/S0718-34022016000200007
Vivienda sin ciudad, ciudad sin planificación, planificación sin habitantes: APP para la reconstrucción territorial post-desastre;journalArticle;10.4067/S0718-34022020000300133
El rol del lugar y el capital social en la resiliencia comunitaria posdesastre: Aproximaciones mediante un estudio de caso después del terremoto del 27/F;journalArticle;10.4067/S0250-71612013000200002
Evaluación de la vulnerabilidad social pos-tsunami 2010 en Caleta Tumbes - Chile a través del modelo “presión y descompresión”;book;10.22320/07183607.2020.23.41.07
Catástrofe, Subjetividad Femenina y Reconstrucción: Aportes y Desafíos desde un Enfoque de Género para la Intervención Psicosocial en Comunidades Afectadas por el Terremoto;journalArticle;10.4067/S0718-48082010000200005
Fortalecimiento de la participación comunitaria a través de la radio local: Una propuesta de investigación-acción participativa (IAP) con jóvenes en Chaitén;journalArticle;10.4067/S0718-22442015000300007
Análisis comparativo de la lógica técnico-política de reconstrucción: terremoto e incendios forestales en el Maule, Chile;journalArticle;10.4067/S0718-83582020000100155
Una mirada a la resiliencia urbana y social de la ciudad de Portoviejo post terremoto.;bookSection;10.36097/rsan.v1i35.1037
Infraestructura de lo común en tiempos de emergencia. Reconstrucción en Constitución y Llico;journalArticle;10.4067/S0718-83582018000100125
El proceso de reconstrucción de viviendas en el centro de Talca: fotografía a dos años de la catástrofe;conferencePaper;10.4067/S0718-83582013000100005
Lecciones desde la planificación territorial y reconstrucción post desastre en Armenia, Colombia;conferencePaper;10.4067/S0250-71612012000200011
Hogares con jefatura femenina y estrategias de recuperación posdesastre en México;journalArticle;10.24201/edu.v35i2.1852
Acción del Estado y acción comunitaria en la gestión de la vivienda post erupción del volcán Chaitén, Chile: dos estrategias divergentes;conferencePaper;10.4067/S0718-22442015000300011
el enfoque de género en la etapa de reconstrucción de un desastre: análisis de programas sociales aplicados con equidad de género en Angangueo, Michoacán;journalArticle;
19S: la lucha por una reconstrucción justa, digna y segura;journalArticle;10.34096/runa.v41i2.8788
Multi-organisational coordination for disaster recovery: The story of post-tsunami Tamil Nadu, India;journalArticle;10.1016/j.ijdrr.2013.02.004
Disaster impact and recovery: what children and young people can tell us;journalArticle;10.1080/1177083X.2015.1066400
5.12 Wenchuan Earthquake Recovery Government Policies and Non-Governmental Organizations' Participation;journalArticle;10.1080/21650993.2011.9756108
Community Participation in Disaster Recovery Programs: A Study of a Coastal Area in Bangladesh;journalArticle;10.1057/s41287-021-00460-7
Disaster recovery and structural inequalities: A case study of community assertion for justice;journalArticle;10.1016/j.ijdrr.2021.102555
Untangling insurance, rebuilding, and wellbeing in bushfire recovery;bookSection;10.1111/1745-5871.12451
Flood recovery and property acquisition in Cedar Rapids, Iowa;journalArticle;10.1007/s11069-015-2060-8
Social media data and housing recovery following extreme natural hazards;journalArticle;10.1016/j.ijdrr.2020.101788
Engaging volunteer tourism in post-disaster recovery in Nepal;journalArticle;10.1016/j.annals.2019.102802
Home buyouts and household recovery: neighborhood differences three years after Hurricane Sandy;journalArticle;10.1080/17477891.2018.1511404
A framework and case study for integrating household decision-making into post-earthquake recovery models;journalArticle;10.1016/j.ijdrr.2019.101167
Hurricane Wilma and Long-Term Business Recovery in Disasters: The Role of Local Government Procurement and Economic Development;conferencePaper;10.1515/jhsem-2013-0002
Lessons for long-term social recovery following the 2004 tsunami: Community, livelihoods, tourism and housing;journalArticle;10.1080/17477891.2011.635186
Recovery from a winter disaster in Tov Province of Mongolia;conferencePaper;10.1016/j.jaridenv.2016.12.010
Shelter recovery in urban Haiti after the earthquake: the dual role of social capital;journalArticle;10.1111/disa.12051
Stressors and Supports in Postdisaster Recovery: Experiences After the Black Saturday Bushfires;bookSection;10.1080/0312407X.2021.1874029
Building Back Better: Local Health Department Engagement and Integration of Health Promotion into Hurricane Harvey Recovery Planning and Implementation;book;10.3390/ijerph16030299
Sustainable resilience? Disaster recovery and the marginalization of sociocultural needs and concerns;journalArticle;10.1177/1464993418824192
CDBG Disaster Recovery Assistance and Homeowners' Rebuilding Outcomes Following Hurricanes Katrina and Rita;journalArticle;10.1080/10511482.2013.862839
Wounded attachments to disaster recovery: Gendered structural violence and everyday life, Indian experiences explored;journalArticle;10.1016/j.ijdrr.2021.102242
Recovery and resettlement following the 2011 flash flooding in the Lockyer Valley;journalArticle;10.1016/j.ijdrr.2014.01.001
Modeling post-earthquake business recovery time: An analytical framework;journalArticle;10.1016/j.ijdrr.2019.101328
How do social connections accelerate post-flood recovery? Insights from a survey of rural households in central Vietnam;conferencePaper;10.1016/j.ijdrr.2021.102342
"""You Always Have to Struggle, So You Don't Have to Struggle"": Community Trauma Recovery After a Landslide";conferencePaper;10.1080/15325024.2013.877771
Comparison Between the Life Recovery Processes After the Mid-Niigata Earthquake and the Chuetsu-Oki Earthquake - Results of a Random Sampled Social Survey Using the Life Recovery Calendar and GIS-Based Spatiotemporal Analysis;journalArticle;10.20965/jdr.2015.p0196
Intra-governmental coordination for sustainable disaster recovery: A case-study of the Eden District Municipality, South Africa;journalArticle;10.1016/j.ijdrr.2013.03.001
Fia Ola: Grief Recovery Following a Tsunami Disaster in Samoa;journalArticle;10.1017/prp.2016.2
Gender inclusiveness in disaster risk governance for sustainable recovery of 2015 Gorkha Earthquake, Nepal;journalArticle;10.1016/j.ijdrr.2018.11.019
Social capital's role in recovery: evidence from communities affected by the 2010 Pakistan floods;journalArticle;10.1111/disa.12259
"""We Were All in the Same Boat"": An Exploratory Study of Communal Coping in Disaster Recovery";journalArticle;10.1080/1041794X.2015.1111407
Disaster Recovery Communication in the Digital Era: Social Media and the 2016 Southern Louisiana Flood;journalArticle;10.1111/risa.13652
Paired assistance policy and recovery from the 2008 Wenchuan earthquake: a network perspective;journalArticle;10.1111/disa.12413
Nurturing Spiritual Resilience to Promote Post-disaster Community Recovery: The 2016 Alberta Wildfire in Canada;journalArticle;10.3389/fpubh.2021.682558
Individual disaster recovery: A framework in the long-term recovery process after the Great East Japan Earthquake;journalArticle;10.1016/j.ijdrr.2021.102280
Disaster Recovery Among Multiethnic Immigrants: A Case Study of Southeast Asians in Bayou La Batre (AL) After Hurricane Katrina;journalArticle;10.1080/01944363.2014.986497
A proposed framework of key activities and processes in the preparedness and recovery phases of disaster management;journalArticle;10.1111/disa.12268
Improving human resource mobilisation for post-disaster recovery: A New Zealand case study;journalArticle;10.1016/j.ijdrr.2020.101998
Lack of spatial resilience in a recovery process: Case L'Aquila, Italy;journalArticle;10.1016/j.techfore.2016.12.010
Nontribal Community Recovery from Wildfire Five Years Later: The Case of the Rodeo-Chediski Fire;journalArticle;10.1080/08941921003681055
Building Damage, Wind Speed Estimation, and Post Disaster Recovery in an EF5 Tornado;journalArticle;10.1061/(ASCE)NH.1527-6996.0000156
How do post-disaster policies influence household-level recovery? A case study of the 2010-11 Canterbury earthquake sequence, New Zealand;journalArticle;10.1016/j.ijdrr.2021.102274
Post-disaster recovery processes in neoliberal biopolitics contexts: The cases of Chile (2010) and Brazil (2011);journalArticle;10.17141/iconos.66.2020.3987
Housing recovery outcomes after typhoon Haiyan in the Philippines: a critical realist perspective;journalArticle;10.1080/14767430.2019.1605667
Fiscal and social costs of recovery programs for an earthquake disaster in northern Taiwan;journalArticle;10.1016/j.asieco.2017.10.001
Recovery and Buddhist practices in the aftermath of the Tsunami in Southern Thailand;journalArticle;10.1016/j.religion.2009.12.002
Household Livelihood Recovery after 2015 Nepal Earthquake in Informal Economy: Case Study of Shop Owners in Bungamati;bookSection;10.1016/j.proeng.2018.01.070
An Evaluation of the Paired Assistance to Disaster-Affected Areas Program in Disaster Recovery: The Case of the Wenchuan Earthquake;journalArticle;10.3390/su10124483
Disaster recovery experiences of a South African rural farming community;journalArticle;10.1080/14330237.2015.1065051
The Role of Social Capital in Resiliency: Disaster Recovery in Puerto Rico;journalArticle;10.1002/rhc3.12187
Assessing macroeconomic recovery after a natural hazard based on ARIMA-a case study of the 2008 Wenchuan earthquake in China;journalArticle;10.1007/s11069-017-3163-1
Characteristics of Corporate Contributions to the Recovery of Regional Society from the Great East Japan Earthquake Disaster;journalArticle;10.3390/su10061717
Analysis of Beach Recovery After the 2011 Tohoku Earthquake Tsunami Based on Shoreline Extraction by ISODATA;journalArticle;10.2112/SI85-035.1
Social vulnerability, disaster assistance, and recovery: A population-based study of Hurricane Harvey in Greater Houston, Texas;journalArticle;10.1016/j.ijdrr.2020.101766
"The role of the natural environment in disaster recovery: ""We live here because we love the bush""";journalArticle;10.1016/j.healthplace.2019.03.007
Impacts of Sense of Community and Satisfaction with Governmental Recovery on Psychological Status of the Wenchuan Earthquake Survivors;journalArticle;10.1007/s11205-013-0354-3
Efficacy of insurance for organisational disaster recovery: case study of the 2010 and 2011 Canterbury earthquakes;conferencePaper;10.1111/disa.12201
Evolving approaches to volcanic tourism crisis management: An investigation of long-term recovery models at Toya-Usu Geopark;journalArticle;10.1016/j.jhtm.2016.04.005
The role of social capital in the recovery of cultural built heritage Evidence from three heritage sites in Nepal;journalArticle;10.1108/IJDRBE-06-2019-0033
Damage classification and recovery analysis of the Chongqing, China, floods of August 2020 based on social-media data;journalArticle;10.1016/j.jclepro.2021.127882
Building-Back-Better in Post-Disaster Recovery: Lessons Learnt from Cyclone Idai-Induced Floods in Zimbabwe;journalArticle;10.1007/s13753-021-00373-3
Community inclusion of wheelchair users during the long-term recovery phase following the 2010/2011 Canterbury earthquakes;journalArticle;10.1016/j.ijdrr.2017.05.004
The Role of the Panglima Laot Customary Institution in the 2004 Indian Ocean Tsunami Recovery in Aceh;journalArticle;
Like a Fish Out of Water: Reconsidering Disaster Recovery and the Role of Place and Social Capital in Community Disaster Resilience;journalArticle;10.1007/s10464-011-9427-0
Livelihood recovery after disaster;journalArticle;10.1080/09614524.2015.1020764
TURFs in the post-quake recovery: Case studies in Sanriku fishing communities, Japan;journalArticle;10.1016/j.marpol.2017.08.029
The effect of housing assistance arrangements on household recovery: an empirical test of donor-assisted and owner-driven approaches;journalArticle;10.1007/s10901-012-9266-9
Transition in subjective factors to trigger recovery action of rural residents affected by the 2015 Gorkha Nepal earthquake;book;10.1016/j.ijdrr.2019.101239
Petit capitalisms in disaster, or the limits of neoliberal imagination: Displacement, recovery, and opportunism in highland Ecuador;journalArticle;10.1002/sea2.12100
Local Nonprofit Organizations in a Post-Katrina Landscape: Help in a Context of Recovery;journalArticle;10.1177/0002764215591183
Heritagization of disaster ruins and ethnic culture in China: Recovery plans after the 2008 Wenchuan earthquake;journalArticle;10.1177/0920203X17736508
Network Structure and Substantive Dimensions of Improvised Social Support Ties Surrounding Households during Post-Disaster Recovery;journalArticle;10.1061/(ASCE)NH.1527-6996.0000332
Creating a Taxonomy of Earthquake Disaster Response and Recovery for Online Earthquake Information Management;journalArticle;10.5771/0943-7444-2019-2-77
The role of social capital, personal networks, and emergency responders in post-disaster recovery and resilience: a study of rural communities in Indiana;journalArticle;10.1007/s11069-017-3103-0
Tsunami Disaster Recovery Experience: A Case Study on Micro, Small and Medium Scale Enterprises in Southern Sri Lanka;journalArticle;10.1016/S2212-5671(14)00979-4
Work as a recovery factor after earthquake: a mixed-method study on female workers;journalArticle;10.1108/DPM-02-2018-0036
Emergency management response and recovery plans in relation to sexual and gender minorities in NEW South Wales, Australia;journalArticle;10.1016/j.ijdrr.2016.02.004
Time for change? Applying an inductive timeline tool for a retrospective study of disaster recovery in Montserrat, West Indies;journalArticle;10.1016/j.ijdrr.2014.12.006
"""To silence the deafening silence"": Survivor's needs and experiences of the impact of disaster radio for their recovery after a natural disaster";journalArticle;10.1016/j.ienj.2015.11.009
Leverages and obstacles facing post-cyclone recovery in Saint-Martin, Caribbean: Between the 'window of opportunity' and the 'systemic risk'?;journalArticle;10.1016/j.ijdrr.2021.102453
Returning to normalcy in the short term: a preliminary examination of recovery from Hurricane Harvey among individuals with home damage;journalArticle;10.1111/disa.12387
Practitioner perceptions of Skills for Psychological Recovery: a training programme for health practitioners in the aftermath of the Victorian bushfires;journalArticle;10.3109/00048674.2010.513674
Evaluating property buyouts and disaster recovery assistance (Rebuild) options in Canada: A comparative analysis of Constance Bay, Ontario and Pointe Gatineau, Quebec;journalArticle;10.1007/s11069-021-04832-4
Disasters as opportunity for change: Tsunami recovery and energy transition in Japan;book;10.1016/j.ijdrr.2017.01.009
Community recovery after a natural disaster: Core data from a survey of communities affected by the 2010 Mt. Merapi eruptions in Central Java, Indonesia;journalArticle;10.1016/j.dib.2020.106040
AGRIFOOD TOURISM, RURAL RESILIENCE, AND RECOVERY IN A POSTDISASTER CONTEXT: INSIGHTS AND EVIDENCE FROM KAIKOURA-HURUNUI, NEW ZEALAND;journalArticle;10.3727/108354221X16079839951420
Role of social networks in resisting disparities in post-disaster life recovery: Evidence from 2011 Great East Japan Earthquake;bookSection;10.1016/j.ijdrr.2020.101867
RECOVERY FROM PTSD FOLLOWING HURRICANE KATRINA;journalArticle;10.1002/da.20790
The effects of ICT and mass media in post-disaster recovery - A two model case study of the Great East Japan Earthquake;journalArticle;10.1016/j.telpol.2015.03.006
THE ROLE OF SOCIAL CAPITAL IN POST-FLOOD RESPONSE AND RECOVERY AMONG DOWNSTREAM COMMUNITIES OF THE BA RIVER, WESTERN VITI LEVU, FIJI ISLANDS;conferencePaper;
Population recovery in New Orleans after Hurricane Katrina: exploring the potential role of stage migration in migration systems;journalArticle;10.1007/s11111-015-0250-7
Disruption and recovery of intangible resources during environmental crises: Longitudinal research on 'home' in post-disaster Puerto Rico;journalArticle;10.1016/j.geoforum.2019.08.007
Local performing arts and recovery from the Great East Japan earthquake and tsunami: A descriptive qualitative study;journalArticle;10.1016/j.ijdrr.2021.102446
Linking social capital and gender relationships in adaptation to a post-cyclone recovery context;bookSection;10.1016/j.ijdrr.2021.102601
Children as Bellwethers of Recovery: Dysfunctional Systems and the Effects of Parents, Households, and Neighborhoods on Serious Emotional Disturbance in Children After Hurricane Katrina;journalArticle;10.1001/dmp.2010.7
Humanitarian WASH (water, sanitation and hygiene) technologies: exploring recovery after recurring disasters in Assam, India;journalArticle;10.1108/DPM-02-2019-0051
Challenges of social workers' involvement in the recovery of the 5.12 Wenchuan Earthquake in China;journalArticle;10.1111/ijsw.12029
Post-disaster communalism: land use, ownership, and the shifting 'publicness' of urban space in recovery;journalArticle;10.1080/17477891.2019.1690969
Recovery and adaptation after the 2015 Nepal earthquakes: a smallholder household perspective;journalArticle;10.5751/ES-09909-230129
Cultivation effects of mass and social media on perceptions and behavioural intentions in post-disaster recovery - The case of the 2011 Great East Japan Earthquake;book;10.1016/j.tele.2015.12.001
A Study on Cyclone Aila Recovery in Koyra, Bangladesh: Evaluating the Inclusiveness of Recovery with Respect to Predisaster Vulnerability Reduction;journalArticle;10.1007/s13753-018-0166-9
Conceptualising Post-Disaster Recovery: Incorporating Grief Experiences;journalArticle;10.1093/bjsw/bcv122
Heritage and Postdisaster Recovery: Indigenous Community Resilience;conferencePaper;10.1061/(ASCE)NH.1527-6996.0000308
A Validation of Metrics for Community Resilience to Natural Hazards and Disasters Using the Recovery from Hurricane Katrina as a Case Study;journalArticle;10.1080/00045608.2014.960039
The Long-Term Recovery of New Orleans' Population After Hurricane Katrina;journalArticle;10.1177/0002764215591181
A comparative study on the national counterpart aid model for post-disaster recovery and reconstruction 2008 Wenchuan earthquake as a case;journalArticle;10.1108/09653561311301998
How do links between households and NGOs promote disaster resilience and recovery?: A case study of linking social networks on the Bangladeshi coast;journalArticle;10.1007/s11069-015-1797-4
Family Structures, Relationships, and Housing Recovery Decisions after Hurricane Sandy;journalArticle;10.3390/buildings6020014
Children of Katrina: Lessons Learned About Postdisaster Symptoms and Recovery Patterns;book;10.1111/j.1467-8624.2010.01465.x
Disaster justice in Nepal's earthquake recovery;journalArticle;10.1016/j.ijdrr.2018.10.006
Social capital and livelihood recovery: post-tsunami Sri Lanka as a case;journalArticle;10.1108/09653561011091887
g Through the Lens of Katrina: Long-Term Disaster Recovery in the United States;journalArticle;10.1177/0002764215591179
Framework for improving the resilience and recovery of transportation networks under geohazard risks;journalArticle;10.1016/j.ijdrr.2018.07.022
Social Capital, Sensemaking, and Recovery: JAPANESE COMPANIES AND THE 2011 EARTHQUAKE;journalArticle;10.1525/cmr.2014.56.2.5
On the Studies of the Disaster Recovery for the Restoration of Local Communities and Local Governments from the Great East Japan Earthquake;journalArticle;
Nonprofit and public sector interorganizational collaboration in disaster recovery: Lessons from the field;journalArticle;10.1002/nml.21389
Disaster recovery in the western Pacific: scale, vulnerability, and traditional exchange practices;journalArticle;10.1007/s11069-016-2486-7
Understanding the Determinants of Livelihood Recovery After a Large Earthquake;journalArticle;
Intergovernmental relationships after disaster: state and local government learning during flood recovery in Colorado;journalArticle;10.1080/1523908X.2019.1623660
Community Design in the Recovery Following the March 2011 Earthquake and Tsunami;journalArticle;
Factors Affecting Business Recovery Immediately after Hurricane Katrina;journalArticle;10.1111/j.1468-5973.2011.00642.x
