"titulo","tipo_paper","doi","doi1"
"Earthquake Reconstruction In Wenchuan: Assessing The State Overall Plan And Addressing The 'Forgotten Phase'","conferencePaper","10.1016/j.apgeog.2011.01.001","10.1016"
"Measuring Monitoring And Evaluating Post-Disaster Recovery: A Key Element In Understanding Community Resilience","journalArticle","10.1061/41171(401)177","10.1061"
"Social Capital As Collective Narratives And Post-Disaster Community Recovery","bookSection","10.1111/j.1467-954X.2011.02008.x","10.1111"
"Neoliberalism Ingo Practices And Sustainable Disaster Recovery: A Post-Katrina Case Study","journalArticle","10.1093/cdj/bsp058","10.1093"
"Reconstruction Projects By Using Core Housing Method In Iran: Case Study: Gilan Province Experience","book","10.1108/17595901111108380","10.1108"
"Digital Architecture For Humanitarian Design In Post-Disaster Reconstruction","journalArticle","10.1260/1478-0771.9.1.17","10.1260"
"Estimation Of Time For Wenchuan Earthquake Reconstruction In China","journalArticle","10.1061/(ASCE)CO.1943-7862.0000277","10.1061"
"Building Local Responses To Disaster: Lessons From The 2004 Tsunami In Sri Lanka And India","journalArticle","10.1177/097492841106700402","10.1177"
"Identifying Factors Affecting Resource Availability For Post-Disaster Reconstruction: A Case Study In China","journalArticle","10.1080/01446193.2010.521761","10.1080"
"Donor-Driven Resource Procurement For Post-Disaster Reconstruction: Constraints And Actions","journalArticle","10.1016/j.habitatint.2010.08.003","10.1016"
"After Hurricane Katrina: The Tulane Recovery Project","journalArticle","10.1108/03074801111100445","10.1108"
"Women'S Empowerment In Post Disaster Reconstruction: Perspectives On Policies And Frameworks","journalArticle","10.3846/ijspm.2010.26","10.3846"
"In Terpreting Resourcing Bottleneck S Of Post-Wenc Huan Earthquake Reconstruction In China","conferencePaper","10.3846/ijspm.2010.24","10.3846"
"Cultural Identity Expressions Through Visual Analysis In Post-Disaster Housing","journalArticle","10.3844/ajassp.2010.1412.1419","10.3844"
"Public Landscape Design In Post-Disaster Reconstruction Area After Wenchuan Earthquake","journalArticle","10.1109/CAIDCD.2010.5681850","10.1109"
"Post-Earthquake Housing Recovery In Bachhau India: The Homeowner The Renter And The Squatter","conferencePaper","10.1193/1.3474646","10.1193"
"Integration Of ""Disaster Risk Reduction"" Into Infrastructure Reconstruction Sector: Policy Vs Practise Gaps","journalArticle","10.1108/17595901011080878","10.1108"
"Recovery Research Katrina'S Fifth Anniversary And Lessons Relearned","journalArticle","10.1001/dmp.2010.1001","10.1001"
"Disaster Case Management And Individuals With Disabilities","bookSection","10.1037/a0020079","10.1037"
"Post-Disaster Emergency And Reconstruction Experiences In Asia And Latin America: An Assessment","journalArticle","10.1080/09614524.2010.491528","10.1080"
"Maximizing The Sustainability Of Integrated Housing Recovery Efforts","journalArticle","10.1061/(ASCE)CO.1943-7862.0000185","10.1061"
"Post-Disaster Reconfiguration Of Property Rights In A Transition Economy","journalArticle","10.1080/14631371003740688","10.1080"
"Damage And Reconstruction Of Lifelines In Phang Nga Province Thailand After The 2004 Indian Ocean Earthquake And Tsunami","journalArticle","10.1142/S1793431110000777","10.1142"
"Resourcing Challenges For Post-Disaster Housing Reconstruction: A Comparative Analysis","journalArticle","10.1080/09613211003693945","10.1080"
"Disaster Disparities And Differential Recovery In New Orleans","journalArticle","10.1007/s11111-009-0099-8","10.1007"
"The Task Of Public Support To Reconstruction Private Houses Damaged By Earthquake Disaster In Rural Area","journalArticle","10.3130/aijt.16.405","10.3130"
"Crisis In Urban Water Systems During The Reconstruction Period: A System Dynamics Analysis Of Alternative Policies After The 2003 Earthquake In Bam-Iran","journalArticle","10.1007/s11269-009-9568-1","10.1007"
"Rehabilitating Agriculture And Promoting Food Security After The 2010 Pakistan Floods: Insights From The South Asian Experience","journalArticle","10.30541/v49i3pp.167-192","10.3054"
"Evolution Of A Monitoring And Evaluation System In Disaster Recovery: Learning From The Katrina Aid Today National Case Management Consortium","journalArticle","10.1002/ev.330","10.1002"
"A Cultural Approach To Recovery Assistance Following Urban Disasters","bookSection","10.1016/j.ccs.2010.07.001","10.1016"
"Challenges Of Sustainable Recovery Processes In Tsunami Affected Communities","conferencePaper","10.1108/09653561011070358","10.1108"
"Reconstruction Management Policies In Residential And Commercial Sectors After The 2003 Bam Earthquake In Iran","journalArticle","10.1007/s11069-009-9468-y","10.1007"
"Governance And Recovery: Comparing Recent Disaster Recoveries In Sri Lanka And New Zealand","conferencePaper","10.1016/j.proeng.2018.01.068","10.1016"
"Post-Disaster Recovery Is A Marathon Not A Sprint The Need For A State-Sponsored Recovery Scheme","journalArticle","10.24135/pjr.v24i1.402","10.2413"
"Monitoring Wellbeing During Recovery From The 2010-2011 Canterbury Earthquakes: The Cera Wellbeing Survey","journalArticle","10.1016/j.ijdrr.2015.01.012","10.1016"
"Inequities In Long-Term Housing Recovery After Disasters","bookSection","10.1080/01944363.2014.980440","10.1080"
"Housing Type Matters For Pace Of Recovery: Evidence From Hurricane Ike","conferencePaper","10.1016/j.ijdrr.2021.102149","10.1016"
"Assessing The Impact Of Municipal Government Capacity On Recovery From Hurricane Maria In Puerto Rico*","journalArticle","10.1016/j.ijdrr.2021.102340","10.1016"
"Power Of Social Relations: The Dynamics Of Social Capital And Household Economic Recovery Post Wenchuan Earthquake","journalArticle","10.1016/j.ijdrr.2021.102607","10.1016"
"Social Vulnerability And Perceptions Of Recovery From The 2011 Tuscaloosa Tornado","journalArticle","10.1353/sgo.2018.0034","10.1353"
"Factors Affecting Successful Transition Between Post-Disaster Recovery Phases: A Case Study Of 2010 Floods In Sindh Pakistan","conferencePaper","10.1108/IJDRBE-03-2020-0016","10.1108"
"Industry Sector Recovery Following The Canterbury Earthquakes","journalArticle","10.1016/j.ijdrr.2014.12.002","10.1016"
"The Time Process Of Post-Earthquake Recovery: The Yao'An Earthquake In China","journalArticle","10.1111/disa.12083","10.1111"
"Learning Needs In Disaster Recovery: Perceptions Of Community Health Recovery After Hurricanes Irene And Sandy","journalArticle","10.1002/rhc3.12082","10.1002"
"Post-Tsunami Recovery In Tamil Nadu India: Combined Social And Infrastructural Outcomes","journalArticle","10.1007/s11069-016-2489-4","10.1007"
"Planning And Recovery Following The Great 1976 Tangshan Earthquake","conferencePaper","10.1177/1538513214549435","10.1177"
"Measuring Social Equity In Flood Recovery Funding","journalArticle","10.1080/17477891.2019.1675578","10.1080"
"Mothers As Active Contributors To Post-Earthquake Recovery In Christchurch","journalArticle","10.11157/anzswj-vol30iss3id496","10.1115"
"Representations Of Disaster Recovery Needs: A Study Of Legal Frameworks And Litigation In Odisha","journalArticle","10.1016/j.ijdrr.2021.102163","10.1016"
"Evaluating Socio-Economic Recovery As Part Of Building Back Better In Kaikoura New Zealand","journalArticle","10.1016/j.ijdrr.2020.101930","10.1016"
"Long-Term Recovery Narratives Following Major Disasters In Southeast Asia","journalArticle","10.1007/s10113-017-1260-z","10.1007"
"Learning From Recovery After Hurricane Mitch","journalArticle","10.1111/j.1467-7717.2010.01154.x","10.1111"
"The Influence Of Residents' Resilience On The Recovery In The Torrential Rain In Western Japan In 2018","conferencePaper","10.1111/risa.13686","10.1111"
"Touristic Disaster: Spectacle And Recovery In Post-Katrina New Orleans","journalArticle","10.1016/j.geoforum.2017.09.005","10.1016"
"Barriers To The Long-Term Recovery Of Individuals With Disabilities Following A Disaster","journalArticle","10.1111/disa.12161","10.1111"
"The Correlations Between Livelihood Capitals And Perceived Recovery A Longitudinal Study In China After The 2008 Wenchuan Earthquake","journalArticle","10.1108/DPM-08-2019-0237","10.1108"
"Lasso Model Of Postdisaster Housing Recovery: Case Study Of Hurricane Sandy","journalArticle","10.1061/(ASCE)NH.1527-6996.0000223","10.1061"
"Towards A Natural Disaster Intervention And Recovery Framework","journalArticle","10.1111/disa.12163","10.1111"
"Participation A Key Factor For Life Recovery After Disaster: A Grounded Theory Study In An Iranian Context","book","10.5812/ircmj.25050","10.5812"
"Recovery Capacity Of Small Nonprofits In Post-2017 Hurricane Puerto Rico","journalArticle","10.1080/01944363.2021.1938637","10.1080"
"Social Entrepreneurship Co-Production And Post-Disaster Recovery","journalArticle","10.1111/disa.12454","10.1111"
"Disaster Recovery As Participation: Lessons From The Shaky Isles","journalArticle","10.1007/s11069-014-1361-7","10.1007"
"Local Wisdom-Based Disaster Recovery Model In Indonesia","journalArticle","10.1108/09653561211234525","10.1108"
"Effects Of Optimism On Recovery And Mental Health After A Tornado Outbreak","conferencePaper","10.1080/08870446.2017.1283039","10.1080"
"La Reconstrucción Del Gran Concepción: Territorio Y Catástrofe Como Permanencia Histórica","bookSection","10.4067/S0718-34022013000100011","10.4067"
"Las Mujeres En La Reconstrucción Del Espacio Público Post-Catástrofe Socio-Natural En Dichato Chile (2010-2013). Una Aproximación Hermenéutica Desde El Mito De Antígona.","journalArticle","10.4067/S0718-50492020000100239","10.4067"
"Creative Soups For The Soul: Stories Of Community Recovery In Talca Chile After The 2010 Earthquake","bookSection","10.7764/psykhe.23.2.641","10.7764"
"Apego Al Lugar: Una Aproximación Psicoambiental A La Vinculación Afectiva Con El Entorno En Procesos De Reconstrucción Del Hábitat Residencial","bookSection","10.4067/S0718-83582017000300113","10.4067"
"La Ruta De Las Caletas Del Maule: Sobre La Articulación Entre Sector Público Privado Y Sociedad Civil En Los Procesos De Reconstrucción Posterremoto","journalArticle","10.4067/S0718-34022014000300010","10.4067"
"Reconstruir Con Capacidad De Resiliencia: El Casco Histórico De La Ciudad De Constitución Y El Sitio Del Desastre Del Terremoto Y Tsunami Del 27 De Febrero 2010","journalArticle","10.4067/S0718-83582015000100003","10.4067"
"Reconstrucción Exclusionaria. Lo Comunitario Y Las Políticas Públicas En Ciudades Menores E Intermedias Chilenas Afectadas Por El Terremoto Y Tsunami Del 27F 2010: Los Casos De Constitución Y Dichato","journalArticle","10.4067/S0718-34022016000200007","10.4067"
"Vivienda Sin Ciudad Ciudad Sin Planificación Planificación Sin Habitantes: App Para La Reconstrucción Territorial Post-Desastre","journalArticle","10.4067/S0718-34022020000300133","10.4067"
"El Rol Del Lugar Y El Capital Social En La Resiliencia Comunitaria Posdesastre: Aproximaciones Mediante Un Estudio De Caso Después Del Terremoto Del 27/F","journalArticle","10.4067/S0250-71612013000200002","10.4067"
"Evaluación De La Vulnerabilidad Social Pos-Tsunami 2010 En Caleta Tumbes - Chile A Través Del Modelo “Presión Y Descompresión”","book","10.22320/07183607.2020.23.41.07","10.2232"
"Catástrofe Subjetividad Femenina Y Reconstrucción: Aportes Y Desafíos Desde Un Enfoque De Género Para La Intervención Psicosocial En Comunidades Afectadas Por El Terremoto","journalArticle","10.4067/S0718-48082010000200005","10.4067"
"Fortalecimiento De La Participación Comunitaria A Través De La Radio Local: Una Propuesta De Investigación-Acción Participativa (Iap) Con Jóvenes En Chaitén","journalArticle","10.4067/S0718-22442015000300007","10.4067"
"Análisis Comparativo De La Lógica Técnico-Política De Reconstrucción: Terremoto E Incendios Forestales En El Maule Chile","journalArticle","10.4067/S0718-83582020000100155","10.4067"
"Una Mirada A La Resiliencia Urbana Y Social De La Ciudad De Portoviejo Post Terremoto.","bookSection","10.36097/rsan.v1i35.1037","10.3609"
"Infraestructura De Lo Común En Tiempos De Emergencia. Reconstrucción En Constitución Y Llico","journalArticle","10.4067/S0718-83582018000100125","10.4067"
"El Proceso De Reconstrucción De Viviendas En El Centro De Talca: Fotografía A Dos Años De La Catástrofe","conferencePaper","10.4067/S0718-83582013000100005","10.4067"
"Lecciones Desde La Planificación Territorial Y Reconstrucción Post Desastre En Armenia Colombia","conferencePaper","10.4067/S0250-71612012000200011","10.4067"
"Hogares Con Jefatura Femenina Y Estrategias De Recuperación Posdesastre En México","journalArticle","10.24201/edu.v35i2.1852","10.2420"
"Acción Del Estado Y Acción Comunitaria En La Gestión De La Vivienda Post Erupción Del Volcán Chaitén Chile: Dos Estrategias Divergentes","conferencePaper","10.4067/S0718-22442015000300011","10.4067"
"19S: La Lucha Por Una Reconstrucción Justa Digna Y Segura","journalArticle","10.34096/runa.v41i2.8788","10.3409"
"Multi-Organisational Coordination For Disaster Recovery: The Story Of Post-Tsunami Tamil Nadu India","journalArticle","10.1016/j.ijdrr.2013.02.004","10.1016"
"Disaster Impact And Recovery: What Children And Young People Can Tell Us","journalArticle","10.1080/1177083X.2015.1066400","10.1080"
"5.12 Wenchuan Earthquake Recovery Government Policies And Non-Governmental Organizations' Participation","journalArticle","10.1080/21650993.2011.9756108","10.1080"
"Community Participation In Disaster Recovery Programs: A Study Of A Coastal Area In Bangladesh","journalArticle","10.1057/s41287-021-00460-7","10.1057"
"Disaster Recovery And Structural Inequalities: A Case Study Of Community Assertion For Justice","journalArticle","10.1016/j.ijdrr.2021.102555","10.1016"
"Untangling Insurance Rebuilding And Wellbeing In Bushfire Recovery","bookSection","10.1111/1745-5871.12451","10.1111"
"Flood Recovery And Property Acquisition In Cedar Rapids Iowa","journalArticle","10.1007/s11069-015-2060-8","10.1007"
"Social Media Data And Housing Recovery Following Extreme Natural Hazards","journalArticle","10.1016/j.ijdrr.2020.101788","10.1016"
"Engaging Volunteer Tourism In Post-Disaster Recovery In Nepal","journalArticle","10.1016/j.annals.2019.102802","10.1016"
"Home Buyouts And Household Recovery: Neighborhood Differences Three Years After Hurricane Sandy","journalArticle","10.1080/17477891.2018.1511404","10.1080"
"A Framework And Case Study For Integrating Household Decision-Making Into Post-Earthquake Recovery Models","journalArticle","10.1016/j.ijdrr.2019.101167","10.1016"
"Hurricane Wilma And Long-Term Business Recovery In Disasters: The Role Of Local Government Procurement And Economic Development","conferencePaper","10.1515/jhsem-2013-0002","10.1515"
"Lessons For Long-Term Social Recovery Following The 2004 Tsunami: Community Livelihoods Tourism And Housing","journalArticle","10.1080/17477891.2011.635186","10.1080"
"Recovery From A Winter Disaster In Tov Province Of Mongolia","conferencePaper","10.1016/j.jaridenv.2016.12.010","10.1016"
"Shelter Recovery In Urban Haiti After The Earthquake: The Dual Role Of Social Capital","journalArticle","10.1111/disa.12051","10.1111"
"Stressors And Supports In Postdisaster Recovery: Experiences After The Black Saturday Bushfires","bookSection","10.1080/0312407X.2021.1874029","10.1080"
"Building Back Better: Local Health Department Engagement And Integration Of Health Promotion Into Hurricane Harvey Recovery Planning And Implementation","book","10.3390/ijerph16030299","10.3390"
"Sustainable Resilience? Disaster Recovery And The Marginalization Of Sociocultural Needs And Concerns","journalArticle","10.1177/1464993418824192","10.1177"
"Cdbg Disaster Recovery Assistance And Homeowners' Rebuilding Outcomes Following Hurricanes Katrina And Rita","journalArticle","10.1080/10511482.2013.862839","10.1080"
"Wounded Attachments To Disaster Recovery: Gendered Structural Violence And Everyday Life Indian Experiences Explored","journalArticle","10.1016/j.ijdrr.2021.102242","10.1016"
"Recovery And Resettlement Following The 2011 Flash Flooding In The Lockyer Valley","journalArticle","10.1016/j.ijdrr.2014.01.001","10.1016"
"Modeling Post-Earthquake Business Recovery Time: An Analytical Framework","journalArticle","10.1016/j.ijdrr.2019.101328","10.1016"
"How Do Social Connections Accelerate Post-Flood Recovery? Insights From A Survey Of Rural Households In Central Vietnam","conferencePaper","10.1016/j.ijdrr.2021.102342","10.1016"
"""You Always Have To Struggle So You Don'T Have To Struggle"": Community Trauma Recovery After A Landslide","conferencePaper","10.1080/15325024.2013.877771","10.1080"
"Comparison Between The Life Recovery Processes After The Mid-Niigata Earthquake And The Chuetsu-Oki Earthquake - Results Of A Random Sampled Social Survey Using The Life Recovery Calendar And Gis-Based Spatiotemporal Analysis","journalArticle","10.20965/jdr.2015.p0196","10.2096"
"Intra-Governmental Coordination For Sustainable Disaster Recovery: A Case-Study Of The Eden District Municipality South Africa","journalArticle","10.1016/j.ijdrr.2013.03.001","10.1016"
"Fia Ola: Grief Recovery Following A Tsunami Disaster In Samoa","journalArticle","10.1017/prp.2016.2","10.1017"
"Gender Inclusiveness In Disaster Risk Governance For Sustainable Recovery Of 2015 Gorkha Earthquake Nepal","journalArticle","10.1016/j.ijdrr.2018.11.019","10.1016"
"Social Capital'S Role In Recovery: Evidence From Communities Affected By The 2010 Pakistan Floods","journalArticle","10.1111/disa.12259","10.1111"
"""We Were All In The Same Boat"": An Exploratory Study Of Communal Coping In Disaster Recovery","journalArticle","10.1080/1041794X.2015.1111407","10.1080"
"Disaster Recovery Communication In The Digital Era: Social Media And The 2016 Southern Louisiana Flood","journalArticle","10.1111/risa.13652","10.1111"
"Paired Assistance Policy And Recovery From The 2008 Wenchuan Earthquake: A Network Perspective","journalArticle","10.1111/disa.12413","10.1111"
"Nurturing Spiritual Resilience To Promote Post-Disaster Community Recovery: The 2016 Alberta Wildfire In Canada","journalArticle","10.3389/fpubh.2021.682558","10.3389"
"Individual Disaster Recovery: A Framework In The Long-Term Recovery Process After The Great East Japan Earthquake","journalArticle","10.1016/j.ijdrr.2021.102280","10.1016"
"Disaster Recovery Among Multiethnic Immigrants: A Case Study Of Southeast Asians In Bayou La Batre (Al) After Hurricane Katrina","journalArticle","10.1080/01944363.2014.986497","10.1080"
"A Proposed Framework Of Key Activities And Processes In The Preparedness And Recovery Phases Of Disaster Management","journalArticle","10.1111/disa.12268","10.1111"
"Improving Human Resource Mobilisation For Post-Disaster Recovery: A New Zealand Case Study","journalArticle","10.1016/j.ijdrr.2020.101998","10.1016"
"Lack Of Spatial Resilience In A Recovery Process: Case L'Aquila Italy","journalArticle","10.1016/j.techfore.2016.12.010","10.1016"
"Nontribal Community Recovery From Wildfire Five Years Later: The Case Of The Rodeo-Chediski Fire","journalArticle","10.1080/08941921003681055","10.1080"
"Building Damage Wind Speed Estimation And Post Disaster Recovery In An Ef5 Tornado","journalArticle","10.1061/(ASCE)NH.1527-6996.0000156","10.1061"
"How Do Post-Disaster Policies Influence Household-Level Recovery? A Case Study Of The 2010-11 Canterbury Earthquake Sequence New Zealand","journalArticle","10.1016/j.ijdrr.2021.102274","10.1016"
"Post-Disaster Recovery Processes In Neoliberal Biopolitics Contexts: The Cases Of Chile (2010) And Brazil (2011)","journalArticle","10.17141/iconos.66.2020.3987","10.1714"
"Housing Recovery Outcomes After Typhoon Haiyan In The Philippines: A Critical Realist Perspective","journalArticle","10.1080/14767430.2019.1605667","10.1080"
"Fiscal And Social Costs Of Recovery Programs For An Earthquake Disaster In Northern Taiwan","journalArticle","10.1016/j.asieco.2017.10.001","10.1016"
"Recovery And Buddhist Practices In The Aftermath Of The Tsunami In Southern Thailand","journalArticle","10.1016/j.religion.2009.12.002","10.1016"
"Household Livelihood Recovery After 2015 Nepal Earthquake In Informal Economy: Case Study Of Shop Owners In Bungamati","bookSection","10.1016/j.proeng.2018.01.070","10.1016"
"An Evaluation Of The Paired Assistance To Disaster-Affected Areas Program In Disaster Recovery: The Case Of The Wenchuan Earthquake","journalArticle","10.3390/su10124483","10.3390"
"Disaster Recovery Experiences Of A South African Rural Farming Community","journalArticle","10.1080/14330237.2015.1065051","10.1080"
"The Role Of Social Capital In Resiliency: Disaster Recovery In Puerto Rico","journalArticle","10.1002/rhc3.12187","10.1002"
"Assessing Macroeconomic Recovery After A Natural Hazard Based On Arima-A Case Study Of The 2008 Wenchuan Earthquake In China","journalArticle","10.1007/s11069-017-3163-1","10.1007"
"Characteristics Of Corporate Contributions To The Recovery Of Regional Society From The Great East Japan Earthquake Disaster","journalArticle","10.3390/su10061717","10.3390"
"Analysis Of Beach Recovery After The 2011 Tohoku Earthquake Tsunami Based On Shoreline Extraction By Isodata","journalArticle","10.2112/SI85-035.1","10.2112"
"Social Vulnerability Disaster Assistance And Recovery: A Population-Based Study Of Hurricane Harvey In Greater Houston Texas","journalArticle","10.1016/j.ijdrr.2020.101766","10.1016"
"The Role Of The Natural Environment In Disaster Recovery: ""We Live Here Because We Love The Bush""","journalArticle","10.1016/j.healthplace.2019.03.007","10.1016"
"Impacts Of Sense Of Community And Satisfaction With Governmental Recovery On Psychological Status Of The Wenchuan Earthquake Survivors","journalArticle","10.1007/s11205-013-0354-3","10.1007"
"Efficacy Of Insurance For Organisational Disaster Recovery: Case Study Of The 2010 And 2011 Canterbury Earthquakes","conferencePaper","10.1111/disa.12201","10.1111"
"Evolving Approaches To Volcanic Tourism Crisis Management: An Investigation Of Long-Term Recovery Models At Toya-Usu Geopark","journalArticle","10.1016/j.jhtm.2016.04.005","10.1016"
"The Role Of Social Capital In The Recovery Of Cultural Built Heritage Evidence From Three Heritage Sites In Nepal","journalArticle","10.1108/IJDRBE-06-2019-0033","10.1108"
"Damage Classification And Recovery Analysis Of The Chongqing China Floods Of August 2020 Based On Social-Media Data","journalArticle","10.1016/j.jclepro.2021.127882","10.1016"
"Building-Back-Better In Post-Disaster Recovery: Lessons Learnt From Cyclone Idai-Induced Floods In Zimbabwe","journalArticle","10.1007/s13753-021-00373-3","10.1007"
"Community Inclusion Of Wheelchair Users During The Long-Term Recovery Phase Following The 2010/2011 Canterbury Earthquakes","journalArticle","10.1016/j.ijdrr.2017.05.004","10.1016"
"Like A Fish Out Of Water: Reconsidering Disaster Recovery And The Role Of Place And Social Capital In Community Disaster Resilience","journalArticle","10.1007/s10464-011-9427-0","10.1007"
"Livelihood Recovery After Disaster","journalArticle","10.1080/09614524.2015.1020764","10.1080"
"Turfs In The Post-Quake Recovery: Case Studies In Sanriku Fishing Communities Japan","journalArticle","10.1016/j.marpol.2017.08.029","10.1016"
"The Effect Of Housing Assistance Arrangements On Household Recovery: An Empirical Test Of Donor-Assisted And Owner-Driven Approaches","journalArticle","10.1007/s10901-012-9266-9","10.1007"
"Transition In Subjective Factors To Trigger Recovery Action Of Rural Residents Affected By The 2015 Gorkha Nepal Earthquake","book","10.1016/j.ijdrr.2019.101239","10.1016"
"Petit Capitalisms In Disaster Or The Limits Of Neoliberal Imagination: Displacement Recovery And Opportunism In Highland Ecuador","journalArticle","10.1002/sea2.12100","10.1002"
"Local Nonprofit Organizations In A Post-Katrina Landscape: Help In A Context Of Recovery","journalArticle","10.1177/0002764215591183","10.1177"
"Heritagization Of Disaster Ruins And Ethnic Culture In China: Recovery Plans After The 2008 Wenchuan Earthquake","journalArticle","10.1177/0920203X17736508","10.1177"
"Network Structure And Substantive Dimensions Of Improvised Social Support Ties Surrounding Households During Post-Disaster Recovery","journalArticle","10.1061/(ASCE)NH.1527-6996.0000332","10.1061"
"Creating A Taxonomy Of Earthquake Disaster Response And Recovery For Online Earthquake Information Management","journalArticle","10.5771/0943-7444-2019-2-77","10.5771"
"The Role Of Social Capital Personal Networks And Emergency Responders In Post-Disaster Recovery And Resilience: A Study Of Rural Communities In Indiana","journalArticle","10.1007/s11069-017-3103-0","10.1007"
"Tsunami Disaster Recovery Experience: A Case Study On Micro Small And Medium Scale Enterprises In Southern Sri Lanka","journalArticle","10.1016/S2212-5671(14)00979-4","10.1016"
"Work As A Recovery Factor After Earthquake: A Mixed-Method Study On Female Workers","journalArticle","10.1108/DPM-02-2018-0036","10.1108"
"Emergency Management Response And Recovery Plans In Relation To Sexual And Gender Minorities In New South Wales Australia","journalArticle","10.1016/j.ijdrr.2016.02.004","10.1016"
"Time For Change? Applying An Inductive Timeline Tool For A Retrospective Study Of Disaster Recovery In Montserrat West Indies","journalArticle","10.1016/j.ijdrr.2014.12.006","10.1016"
"""To Silence The Deafening Silence"": Survivor'S Needs And Experiences Of The Impact Of Disaster Radio For Their Recovery After A Natural Disaster","journalArticle","10.1016/j.ienj.2015.11.009","10.1016"
"Leverages And Obstacles Facing Post-Cyclone Recovery In Saint-Martin Caribbean: Between The 'Window Of Opportunity' And The 'Systemic Risk'?","journalArticle","10.1016/j.ijdrr.2021.102453","10.1016"
"Returning To Normalcy In The Short Term: A Preliminary Examination Of Recovery From Hurricane Harvey Among Individuals With Home Damage","journalArticle","10.1111/disa.12387","10.1111"
"Practitioner Perceptions Of Skills For Psychological Recovery: A Training Programme For Health Practitioners In The Aftermath Of The Victorian Bushfires","journalArticle","10.3109/00048674.2010.513674","10.3109"
"Evaluating Property Buyouts And Disaster Recovery Assistance (Rebuild) Options In Canada: A Comparative Analysis Of Constance Bay Ontario And Pointe Gatineau Quebec","journalArticle","10.1007/s11069-021-04832-4","10.1007"
"Disasters As Opportunity For Change: Tsunami Recovery And Energy Transition In Japan","book","10.1016/j.ijdrr.2017.01.009","10.1016"
"Community Recovery After A Natural Disaster: Core Data From A Survey Of Communities Affected By The 2010 Mt. Merapi Eruptions In Central Java Indonesia","journalArticle","10.1016/j.dib.2020.106040","10.1016"
"Agrifood Tourism Rural Resilience And Recovery In A Postdisaster Context: Insights And Evidence From Kaikoura-Hurunui New Zealand","journalArticle","10.3727/108354221X16079839951420","10.3727"
"Role Of Social Networks In Resisting Disparities In Post-Disaster Life Recovery: Evidence From 2011 Great East Japan Earthquake","bookSection","10.1016/j.ijdrr.2020.101867","10.1016"
"Recovery From Ptsd Following Hurricane Katrina","journalArticle","10.1002/da.20790","10.1002"
"The Effects Of Ict And Mass Media In Post-Disaster Recovery - A Two Model Case Study Of The Great East Japan Earthquake","journalArticle","10.1016/j.telpol.2015.03.006","10.1016"
"Population Recovery In New Orleans After Hurricane Katrina: Exploring The Potential Role Of Stage Migration In Migration Systems","journalArticle","10.1007/s11111-015-0250-7","10.1007"
"Disruption And Recovery Of Intangible Resources During Environmental Crises: Longitudinal Research On 'Home' In Post-Disaster Puerto Rico","journalArticle","10.1016/j.geoforum.2019.08.007","10.1016"
"Local Performing Arts And Recovery From The Great East Japan Earthquake And Tsunami: A Descriptive Qualitative Study","journalArticle","10.1016/j.ijdrr.2021.102446","10.1016"
"Linking Social Capital And Gender Relationships In Adaptation To A Post-Cyclone Recovery Context","bookSection","10.1016/j.ijdrr.2021.102601","10.1016"
"Children As Bellwethers Of Recovery: Dysfunctional Systems And The Effects Of Parents Households And Neighborhoods On Serious Emotional Disturbance In Children After Hurricane Katrina","journalArticle","10.1001/dmp.2010.7","10.1001"
"Humanitarian Wash (Water Sanitation And Hygiene) Technologies: Exploring Recovery After Recurring Disasters In Assam India","journalArticle","10.1108/DPM-02-2019-0051","10.1108"
"Challenges Of Social Workers' Involvement In The Recovery Of The 5.12 Wenchuan Earthquake In China","journalArticle","10.1111/ijsw.12029","10.1111"
"Post-Disaster Communalism: Land Use Ownership And The Shifting 'Publicness' Of Urban Space In Recovery","journalArticle","10.1080/17477891.2019.1690969","10.1080"
"Recovery And Adaptation After The 2015 Nepal Earthquakes: A Smallholder Household Perspective","journalArticle","10.5751/ES-09909-230129","10.5751"
"Cultivation Effects Of Mass And Social Media On Perceptions And Behavioural Intentions In Post-Disaster Recovery - The Case Of The 2011 Great East Japan Earthquake","book","10.1016/j.tele.2015.12.001","10.1016"
"A Study On Cyclone Aila Recovery In Koyra Bangladesh: Evaluating The Inclusiveness Of Recovery With Respect To Predisaster Vulnerability Reduction","journalArticle","10.1007/s13753-018-0166-9","10.1007"
"Conceptualising Post-Disaster Recovery: Incorporating Grief Experiences","journalArticle","10.1093/bjsw/bcv122","10.1093"
"Heritage And Postdisaster Recovery: Indigenous Community Resilience","conferencePaper","10.1061/(ASCE)NH.1527-6996.0000308","10.1061"
"A Validation Of Metrics For Community Resilience To Natural Hazards And Disasters Using The Recovery From Hurricane Katrina As A Case Study","journalArticle","10.1080/00045608.2014.960039","10.1080"
"The Long-Term Recovery Of New Orleans' Population After Hurricane Katrina","journalArticle","10.1177/0002764215591181","10.1177"
"A Comparative Study On The National Counterpart Aid Model For Post-Disaster Recovery And Reconstruction 2008 Wenchuan Earthquake As A Case","journalArticle","10.1108/09653561311301998","10.1108"
"How Do Links Between Households And Ngos Promote Disaster Resilience And Recovery?: A Case Study Of Linking Social Networks On The Bangladeshi Coast","journalArticle","10.1007/s11069-015-1797-4","10.1007"
"Family Structures Relationships And Housing Recovery Decisions After Hurricane Sandy","journalArticle","10.3390/buildings6020014","10.3390"
